order_id,product_id,seller_id,price,shipping_charges
VtlAs8XD0DsD,jdkNsNMtb2Ca,hDN0gJiFmrgG,43.97,73.44
LkbR0ufbuMHg,CY8OZ3lT9uqB,sevytuBWdSFl,2899,2.46
V8k8G52pXF97,J7BBTiopz4jB,h4lcTgJTuj7f,820,44.24
pmsiX0dmE1rH,1LoGNpatQYCz,TuPm19CMKvrM,117.56,61.32
roLFENE2HITq,fC7bzSMm84mv,oMX7XDg7PCkP,475,30.24
FrhdrgQs3oNw,pVKDSWeIqCF7,2Vzr14MB7bRD,263.99,72.87
3llJ3o8c2vXh,ZkSByCmyfzzB,ZsDn106jXrgr,170.9,78.84
6gqB9L4H6mTT,tJu4snkPQ0sR,rZbfyncWtbdz,136.9,47.07
rkEDCr6cFVPU,vHnEPJP2R48s,pgzEZp7qYHHI,49.38,49.09
ZEA7QmAPMVfg,OkyIKp57HLVU,ISvH4Xgn7moV,329.93,30.26
TJoDeQ2Xlz5v,DaivdXZGpmHa,EGW4UK5bOeEZ,1849,55.54
Tyqe3VkvE2ia,do5FzqByACmw,SgeUigb5Vbiv,518.18,6.87
ozLF9m7eEm98,6Ww1i7qd1Zqu,YVBAT3QqF9Qj,71.8,12.59
JXMbT6I9MNoO,wGtSb0qa15YW,FDJOy3Tl4fuP,68.1,27.54
RHC6EUl5JcR5,Wb0dB6FB7JP0,1svDQkmb2Knh,101.75,69.13
DwOeec3mPOL9,LsWdEU0owocj,uZmzIH3dUoxi,812.99,31
1LQsht0oRLjV,gSh7ZmJHuSAK,Rfeq19yDD0ad,148.48,29.06
DhYtehGRi5Ft,T3rhOgD5vNl1,JZPhFrxpqDgz,517.65,36.69
Od8slGuu4iXb,ZYR8Xg6War3A,8NRu71xuHwbR,42.89,38.66
XnBRhcE8kuI9,LX6vwvFIFbpm,fdfwCgVkejwU,16.89,6.08
wwYVWXIl3qEc,VyvqSoUrvQ46,EqPcJSwcfSMn,156,38.82
4pXD71R3zOzN,U7gcjsv9nQUO,IWOf3FsBgQtM,97.05,77.92
K0NF1wdh0LvK,L6hOpvbiwzZ2,rA6aq9wj3MEo,359.6,61.6
6UsiVOKddOkD,L4YNs2AaGrBZ,GMd99HQ36dJE,150.82,60.02
hVDdZER4kLPK,Fbtx8c1gFlsQ,8NRu71xuHwbR,692,64.55
bHH5GqG5l1Z1,ZVTEwIdUj6Kw,KO5ZAQ5NWsGp,403.9,67.11
hj982ZHuOpX2,lwgk37tHKwST,WTbhLip6Y9IF,8.25,57.38
xmetOCIiW5xA,7S9VbkGAgNC9,hwEsucnHsTTi,92.86,38.84
AqBRn45qEWbc,P5BcSHy2T8HI,JX4iwTS6jjJU,181.56,12.28
dIqUTmB6GAfq,Hg8SbMvNB9lM,RzwmUV7zFGz3,107.63,60.79
giwiJ531UruF,CPAwvQzUlyNs,H32Btn9yKh3b,148.5,27.36
5qBwZDA0LlFC,ymZvN9XtTHxn,1D2cEU39QPD6,124.89,32.36
SSWdznwYcP3H,GoWu7m0fsQmB,5Ja2lH0N2OZt,23.95,33.82
wRnAjbJ6jnUf,xFlYjBaMbnFc,9fEms1kVO9xy,319.29,17.96
I7EQbnwm1Q63,J0tUAHt1CNVI,KlMpKVvl8Vgq,199.97,3.4
cRMM1epfDvSR,f6HGOx5sd7oo,uEFXsCQR7sKo,128.99,10.33
fuEVwCKcg8U1,WfPdjOE3o8GV,7KovPWNcMm5O,264.5,17.52
hQ9yfvzfLbcw,PWl2yBtu82h0,TuPm19CMKvrM,117.56,61.32
VLa5YZFj2W0i,1LoGNpatQYCz,TuPm19CMKvrM,117.56,25.26
DTJdNewgAKSE,1NPpfRuxHxBw,0LjmES9V5fHW,329.93,26.47
0XMCKHWULwyS,wPiV60HYX55Z,CKebxAVNA584,564.99,72.64
g8ZrY2zT7ya4,jH5jFTXRGx8z,QgSPgHi2XQs8,157.77,32.34
GOKkBcX2MRRC,irVQGaoUyQmk,VMcUj3BxBji6,266.55,17.38
g8AatMWmKGPw,Fg87Bp5T7JRg,zgxmymXtWiKO,820.05,55.54
1VAo82Ufuaol,VX3SZqpO3mD0,VbREMx1xh7Eb,741.82,10.68
0DF59MmccPv4,krv8FWuLVJ2A,av5Z5qCPm4CE,45.83,13.8
10rJ5Zmskknk,und5MPZvDEEG,GSk3Uky4sDCl,75.25,68.24
Zcvs2Y4jT91x,9ouNDAZPKapa,s9PULoMk80qE,56.89,19.93
VLMKKFKzUVf2,kX7oZABYupC7,SixfIXbZXuJK,160.55,22.47
U39IZgP9B2Pr,wjG4zdMmY00M,dSEHH0pKrdMJ,509.99,29.05
zwBAkVYfxyyQ,Niywnp3i2d3W,d3UkhSmgUAO1,234.9,9.54
4dGL3OCJqVkG,8a9VQQHGkT0J,oAZOntQn2tEJ,344,61.36
iJXWaA3D3LXT,t8VzSdZc45vv,qI9UblMbsm1o,135.64,48.35
r8I48M6OwJcP,0XyYmaoLSH4j,8Wa4TXXm4Hcx,529.9,50.28
PQyDjW5Yhmam,AZCgZlCv37nj,2jTASjIU2rIf,820.05,18.05
3pCApHYAqA0t,MXIDpBL8zOVA,XiLZgWSbLbMn,849.5,71.02
27m5wByUrmwi,55v97b7FKhEm,jPmu9bgRHPUi,76.99,16.99
lkENMnhS0Mue,YoWJiMrFBYAo,MYhFT3ON1PHI,13.97,21.93
OWudByJ0dr8x,Wm1k1kx2RYQ8,CutJkKSkib8L,215.42,31.33
TQf1axf2lHVQ,ZeMdY9hO43n5,QJqtwyqcLSPb,100,73.28
iwqRFnkT6L9F,oyHRoKBexOF0,AvTLykupHOIB,820.05,6.15
X09r1IAJN74u,7SbxZe82YD4g,2Vzr14MB7bRD,28.82,40.84
fDq8lkNRbhjT,JrpQEjt4Ga6O,3KuTukGXgD7C,37.84,9.69
pthAHR3zwX1k,7LZqFKZE7qqd,vLWjzgEuN5Xb,514,22.65
dqLJMOWoxGtr,Wo11fipvb6ym,nQlmkVGs3xYh,509.99,23.14
4RqmOiHxYk5j,9hsRgO81MHGS,VEpUiS8q8p8X,35.94,81.03
WKD2izUQvi6X,CKTiEGaIRVPU,r2e5TlYWDPBS,400,2.93
kF1s9JGOD3SG,TSoCeiCbvYVM,pxyYUYfBOHRj,83.36,61.32
hZvtvOu6GZ9X,5EFBA7VYOItK,mmCZV9eruyuF,367.9,116.88
iC6vks75waN1,ElumZdd4gX8i,ruq0u2ZpAMDr,395.6,59.82
ATo4U0L18MV4,uIPxXiNmYik5,N6rpW1mKL1wz,222.98,163.52
ThqqOmxw1IuW,XkdGgV5TEXZg,BWczKEOZMEFy,2899,47.55
7K3rCKgQmI5v,BChbO4TJg6io,xadaQcJkLTmF,692,163.52
LombvAfyS2hZ,o0wzlENKuuPY,OfafuCsnlLjb,509.99,32.95
rGp7A3FZPgjV,IP4jZKK5Dj6G,jzWG2ZFoNP3V,106.74,27.02
PA5kLl3m686D,O332ZRndALYI,yKLv906bPfTs,2899,17.38
rIobcSQlTAIN,E0wO0I28vexS,2Vzr14MB7bRD,692,15.93
sQmJgSBLPonq,5HS4UVb5BA1Z,VZmgxK6ws7Pt,48.99,18.71
bhpKla1yGfy8,EdjxdMXHqjSB,MrnDWxZVVLrO,127.2,96.41
YAEyeHY8GiXF,utVPLgd1LM3F,yGbPyLPc8PmT,1899,32.34
FUhKtZT2K0Im,lRR88G3PX3Qr,tQFHgEUSAMiP,692,163.52
YMfgkNmDC5X2,55rh1v3A5RsT,e04MSACAuPpW,399.2,40.63
D26ZAsmExW98,Fn9WoRGLlVH3,NPzG9GmZi6FT,18.04,95.78
uWothCpUmPXk,4xChsgAyNo2I,8cMMpAAFEsxE,145.69,20.9
Z1nz0kUUoHho,IJorqEKvUxeg,TYmHGHwaQ7t8,74.6,43
rR0Zp9oGMM7X,1edaUIVffPFF,RsUgQvBvc24M,159.9,16.12
n3qPTf4Z5GHE,EqATw7CkIvaB,8Uk8MQODAOK3,135.13,27.63
8B9D23A6KuJE,8SztrKzyxM3K,l1pYW6GBnPMr,779.9,6.87
AGIPGCIf811D,TEYFapk8uW71,YRYlK9uqyLE6,18.04,95.78
BVjnauNHsi9I,f69diPjSZpiH,i2VPd2aaDnzs,411,37.28
aXRVCAK6zK0x,vPw3Lqv7Vdqq,zgxmymXtWiKO,18.1,15.4
g9TR3ScQLhNJ,pJt5I6yrQP4g,c9lDHwa1ASLS,134.57,67.53
4qwPCoOeF6u1,9p1qIJDPo06E,lnvB1XSo3zwf,34.96,20.9
SqBjEWXOdARn,sCONCvmO1cEY,0Mzbc3aACMOQ,159.9,17.44
gmBqwCtFPGJA,lPfXIqK9DBEF,AvTLykupHOIB,142.2,47.55
lu7SqEkTkyUy,Fr3VdK2h1SEq,tQFHgEUSAMiP,56.81,12.63
6Y0NFk6NUvGl,cNIQyQD7lRhk,5FvGdji6skxT,72.4,82.7
DPRRGG9csbKJ,C6UsEPgFUMcz,k6TefnINF6Kt,264.5,126.47
7BjykpQE7QRT,Tmnhif9qEZ56,3W9I1ZMht6Z1,13.5,57.12
SmMitqaEsuWO,ro08JPncYzLh,r7VxefoTVHbb,2899,46.76
7HwO6wJIYehF,esWD7Wxlp3sm,rCGS4gtPB176,8.49,40.84
qR7cDAcwcTOq,6kzsO3fAg0UT,2jTASjIU2rIf,75.25,12
rcCgzGeUV0tH,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,20.78
i9OYulaEKdyi,MfZGjLefxNPl,AvTLykupHOIB,2600,30.66
36kRQWTAsprF,3ySbE7iHgt6B,XJvsuZl0UKX6,18.04,69.82
2dWPVJZxwi1t,ZERA6htQikNZ,qI9UblMbsm1o,159.77,93.37
H2sbmSsuHq2V,H9hpystS1XKq,1ikyDIqfbsLY,389.89,24.97
xj31p7wHOd6X,N0i8Xp7n4Vj8,I4ffj2osK42R,359.6,97.74
SoQynNVGWmGN,NC6oQrQwQvei,KH9VVC2iPaCb,457,11.33
9U8Q6btOgIlI,hnvF3q1vXjmk,qMSMJjxggK58,60.09,62.92
NQuyw3LJgPgc,9BjOYzHBsH9L,SZ3mn0pGelM8,319.29,27.54
Re014mariwwi,kY5YnabWe8A7,9glrjePowgzM,639.9,17.63
djhHtQyPdTWI,8ZpC5k1o6MyS,ux1d7N0zioFv,55.83,11.06
vgZoQIXiEWps,185Rjb6Jfv2E,EqPcJSwcfSMn,100,9.03
FBBEfDzPKZG9,rA0r94YD97un,yGbPyLPc8PmT,161,32.34
PmtQlxTGKPcA,o5T2zqh1Du1l,ruq0u2ZpAMDr,169.99,24.65
t4nJirEExSQ1,hpHCXLhysZkh,ruq0u2ZpAMDr,70.23,7.52
6pnw4hyUDAML,JUZSyxq6s6nI,TBkUw9PKrND5,17.95,25.85
8imv30tsvjS6,tPlw2QcQOvKf,r7VxefoTVHbb,509.99,17.38
AN0LPeDjWUza,20gZ5JcJwEwM,yGbPyLPc8PmT,106.74,6.56
iuJIJeB4vf0M,DyUOCuzEdIZl,J8zCrgNURNmv,820.05,6.08
v6heTvA4ecgM,qTxuRtSw7zhY,f9ZjTvStsXQw,170.7,20.9
2z0J1TsDQcfv,FiB67hfteyak,9IoQ4CUO45Pc,749.9,16.45
TeZ0nzyvsRRN,EsjZXaqqL5SG,oGYw3FCx0i23,389.89,7.56
bY2cGOI6XpVK,HdrN6JMatAo5,YVBAT3QqF9Qj,71.8,56.56
NzTOIsBiUKrl,n78mjFaHd5CR,YjBEThHePJDI,344,137.13
aVIcG7VKLPWV,e3A7loHfJNMi,dQCmV6mcOXGX,100,21.51
VFDder0yq9I9,m2RPbQhiKztI,yWUu6WhwFUAg,56.89,16.53
8GeclE4Rp2QR,ePyDOBUvUhLF,14AIqEsZssES,56.89,60.01
mlof9iBBk8YB,Hs1Mp7a9zuOE,LmLCpgOK9ibk,319.99,7.65
cl0NeDXDu7fb,4zuxYWXo1Zct,n8bg8T464bPn,802.14,51.81
GFTwjcw6q56j,SvHd01qu5l81,6RBm8XoBSX9U,94.99,15.22
9KtbBt5zy7sx,ZcmkLBe1zwC5,qnplB5uiTm6l,0.85,6.08
eWUac9oeh1tv,4oHf8ykPUbnJ,KH9VVC2iPaCb,145.99,6.87
8lM7XW1XJ9eM,sIT9McRczJ64,ZWM05J9LcBSF,77.07,95.78
y9rnhHHoMPVi,Kcqn7MC2IG3l,mmCZV9eruyuF,134.2,6.46
9HRvyYtiYj08,UgkSjxoiV9Ev,UOGIrJtSldvd,56.89,20.78
RXr0Pq0a2arg,1ta7G638ICGt,rFT13UJuGo0Q,72.62,1.64
2QIVkkyZ8RSQ,KwqpyCg16vLV,V3iKL8r9W9NR,475,21.98
V31QKgYddF4p,0KSGneoDXExa,8mVLKV0XOTsx,37.89,3.71
VTZa4KTg0syY,fsxJTFaxzrTU,8rHUnSQeQcMj,597.89,49.44
t11DDNtIIXGr,dMIjKDjvV70Y,q1Q2n7nr6h9B,56.89,7.01
tCK55o06SO34,67x8BavseUsY,DNKLUqfOFddO,49.38,57.56
aHzSMYk4vQMK,c7VTEPmXrH97,8DI7e3b3BLAa,75.25,132.94
BUPnDHEpTEYw,czROIxe0W1vo,JnBNiGbt4dPz,399.2,6.15
P3Yh81rTtDQb,X9sl5gbsIDb6,RKad98cTxhSb,493.9,177.98
7StTr6G9uVcV,RFbIU9HGgsbn,QgSPgHi2XQs8,599.65,6.87
p8erECFNyNYX,sCONCvmO1cEY,0Mzbc3aACMOQ,19.3,13.1
L3T6OJnjTlXb,PP5cKHUvzDD5,hthWZFIJJoJh,509.99,30.66
N3fIfitoQtmP,SsU0HktRwn4p,6F1OutNfSmRE,1934,14.95
43VT6pfqVWQq,vyJP4FBnuXfE,8MHsPu4LLSit,68.31,38.63
Rmc3vFluFqEi,QigkXizff0DP,hnGt5LdR3vV3,399.2,23.57
USsox4oIQaVK,D27helji65vm,FcrnIEqLCqVq,359.6,27.45
e2rxoTN4dHYl,Ggd3U51peXoq,8cMMpAAFEsxE,15.89,20.9
e0odnJSmEDtd,kMn6qhcCHy1e,3KuTukGXgD7C,160.55,20.51
KyhVyjIwoxUR,pTrK5MYzL4Ca,vlLUp3U56e8x,107.63,4.24
4BD1mwqdmeWP,ekDgH7XkbERF,zgxmymXtWiKO,145.99,38.66
1HoooFCAAipF,Gr38UGV3a3R0,HQ4j3Fr6B61e,37.84,33.9
ujfwoQlALhEM,idE0uVGQwysz,QgSPgHi2XQs8,76.6,77.92
DU2VQZyo6GkN,VYgBHdDqe67W,oGYw3FCx0i23,72.4,8.82
hSaoyGZch9Z5,FL1TUHCZNZj0,4j49QGcby0zw,349.58,60.07
yeJWwvlsVv2K,FeYNA37oNXY7,2QjevWskirjm,10.9,51.58
Kzj2zW9ALdOn,HpMbJAttOmXr,UOGIrJtSldvd,359.6,86.85
oDs5nEXNL9lV,1edaUIVffPFF,RsUgQvBvc24M,13.97,121.73
lDzWKIMnMQRe,AMKIgKd1s17B,TuPm19CMKvrM,28.55,38.6
qVNLeUroeLzd,d7s1ONCR8psC,XLxN4hdOlYco,475,12.51
hpGrV8BgZ2Ga,Slw56I6njkuR,AvQwlyqYYJzi,39.16,75.53
DSy03UmxuvNm,TmNQvjT0kjGz,hmS6KkvxMbyF,509.99,38.66
cItVrkN9oiVK,MuEfLceNJyZu,BXhfFgMi6FkJ,518.18,70.17
OUvkNi0sA2ks,5J7az1rwth4i,yGbPyLPc8PmT,1094.04,63.11
0gQui6LvlU5t,JviVd50sxFpF,m6IJZtqbZBZn,76.99,38.94
pLZBIXXoQDrD,eEOwSgW8meoJ,ceLyg2V6lyl7,999.9,33.49
NKyiiSfrgbEE,DWI07vcxaNPj,UOGIrJtSldvd,404.88,48.35
JfzZhp0Tjdhv,7RmS7uoVwWNW,BnvXJ0H2aMk7,111.27,63.1
dfHIK6FiSMJK,pH255ZOAGs9Z,jSOhwPWVF2Xx,125.46,7.29
1GD1ztHSEY89,1bydLkiYzk76,LLty41IbV7xo,23.1,67.12
4EL6KRUybg09,X9sl5gbsIDb6,RKad98cTxhSb,95.03,56.65
AkmfCk8R06qD,Rtm1uWckrdIP,I1tzIpbuBorJ,239.8,76.73
m68ISWKzviHJ,qKdBzmQEGR6b,TuPm19CMKvrM,126.69,32.34
Jb47A3Af9mi8,EtE1YNUUjcUQ,ceLyg2V6lyl7,79.3,133.15
DZ1MJcaivJ1A,biv80TWlCj5s,sctM1gOcIn3a,268.88,69.21
iuKcjULhAbtK,fcHm42Paecr9,lnvB1XSo3zwf,232.99,74.27
yGcapJ36OCQA,ro08JPncYzLh,r7VxefoTVHbb,4099.99,34.29
3XiC2Rlo50Iu,HqfwH9OQKTSF,ESs66EAdIPaF,399.2,30.66
dgq4y5ziFJlc,9NwzO0Pm0fDM,r7VxefoTVHbb,4099.99,13.3
uMol3qcCJYDk,8NfBg6burWaK,coi9xkdo66JI,115.32,7.79
VgblKNAeuaYZ,Fn43rroPPaVv,JZPhFrxpqDgz,517.65,40.65
rRyw0Uv2s6Cr,mOL0X56BS1KZ,mcvL4jGn9rQ4,403.9,38.66
ieDqh6AghnQ1,utVPLgd1LM3F,yGbPyLPc8PmT,1899,32.34
TSmP7B9NYZQR,3PufGGjYCiej,mcvL4jGn9rQ4,399.2,6.87
x1curOgPTqWp,VgdX8r2d5BEV,f9tu6ULae8aj,206,47.55
Ee96ATLQSWKh,wbWo4CS8RjYk,ZsDn106jXrgr,129.2,4.97
DmUUzfXyVm69,9NwzO0Pm0fDM,r7VxefoTVHbb,4099.99,28.61
fnUhOd9v4vy9,smL8TALIzsCS,7KovPWNcMm5O,18.1,29.27
58RjiVzxQUqW,qFMTnqtVwQBU,DHOPtCppeECW,694.65,2.46
7Xkh6efI4nRr,8G3cy7YsmwRw,gOTm7A8UNDlQ,420.07,30.66
1S0V4zm14Sl7,5a3fOLvOnQ3s,coi9xkdo66JI,48.4,120.19
yJ9AvqhRv87m,ua99TuLWOUSc,nGUM92Z4IKz7,10.16,32.57
Hh2i308tChyu,EaD5HH3QisT4,n1qBLUpDVOLU,222.98,11.39
OX3PAIf1m6fY,K1TmcFMjeFFl,Six0iLhdF6CB,78.73,166.91
CRz9uZubKDHr,IpYPlT2iCUvG,RNBdBKsXebna,71.8,237.84
YZrS899bLEhp,znQ3QIi09quu,qeM9i4J3ypy2,100,6.38
Dy6W5P61hOwE,CdlzSJX6L7SM,V3iKL8r9W9NR,127.77,42.05
ZN2K6DbGxXmu,CluD8wyoVbBw,8cMMpAAFEsxE,31,34.33
z0ppW11jMOEz,IfiF3xz32fhG,Rvum5utfPG0m,692,48.82
my5M3Y1O81eH,FZDHwwjZA6kq,cjilIa8d2RUG,44.95,17.65
ZCUmP89tgwn8,lpwYFOaMn7pt,hthWZFIJJoJh,42.89,55.54
xGteaEANe0M8,0pW0IKLw9f9p,yHsOFiqVrV1u,517.65,28.18
RY18bAQlLAQ8,WQQP9w9yKeSc,5Ja2lH0N2OZt,389.89,188.65
KbdHRyE4Ok8u,ZWyg4uNWPHjJ,yGbPyLPc8PmT,2899,113.01
44iBM5ddZAsc,3W6R7Eu22y6L,CFIlLUwkpwqg,112.33,32.34
wDxGhxIhiaWl,ro08JPncYzLh,r7VxefoTVHbb,4099.99,64.09
zrzHXZTUzOfx,0vbEvli2JYJu,RKad98cTxhSb,95.03,23.63
XL3tqSGhuACw,FYwSFXcDOKLA,VEpUiS8q8p8X,640,140.52
0tQNH5yMQnRR,tfK6N5cTAvez,yGbPyLPc8PmT,518.18,7.65
HMibbC4n9Us9,SitPMWGsmpa4,WUOUhAYcu4tr,13.97,28.94
GXDPr1j1Ts2p,WtAWUQ3tWNcL,TONxC5aLQqev,399.2,38.63
TuYYbacjEAIo,2X9sVYtUOoeD,UOGIrJtSldvd,47.91,32.34
qCyo7rwAzOOQ,TgwrwV8KV9qI,TiR7Z1vu8RZu,359.6,31.16
k4DMOE7CQOYf,7LzWBLBgaDSQ,UosUAuHHGEiD,669,23.81
nZzXZ18fOglg,2sZ4mJ31HYYa,bZ34cS1Dgq6i,94.19,32.95
zO3o5CWKRQHt,aU11PVCdD18D,BWczKEOZMEFy,692,10.68
KaBuciUjz8gx,vGWMDrSZ1SdI,nyvgAgymNBCt,28.7,2.46
DPkBB5UwdO20,hoFRvSkFE7Xv,2jTASjIU2rIf,420.07,47.55
Q7XE8hJj6E2t,oXSANnOMWjmc,yHsOFiqVrV1u,34,13.79
Kceb90mhL8ES,SLTlrWtcYt1m,r7VxefoTVHbb,692,2.75
QNVf567QxsCo,A7eV4h2TnTa4,K0qPVGdA91KO,739.98,0
yTxwFIsk9dtg,eTlPil30tvIn,3cqSxyYyqpx6,188.8,51.11
NJL5pw4RWM7D,OyNjP3ysqnRA,94l6BertAIx7,95.03,29.56
JtNzDxuzkRxr,86hqk51ow8ve,j6ZQXHPSPppN,56.89,29.56
4GUbLR1aPK9d,AMKIgKd1s17B,TuPm19CMKvrM,28.55,11.73
IzNblTWVwQAa,XWt9t5v5HXZ6,9mFtbRVSsbmJ,34.7,126.66
DHH11XdNlWxX,rHSTHjYFnJS8,g6AdzghqF6DD,782.25,222.38
ybfGUmIVyYyg,qokqKT1Sad1C,yHsOFiqVrV1u,49.38,38.37
S604A9iIoCwI,9XqOhSTulFCC,i2VPd2aaDnzs,142.14,43.1
zT4J82bYPvE2,Al1GHLV4kkHl,r9PPtLpzZVdj,35.35,5.22
dqPjUcXODdly,oS0fzN8J7MVD,YpvSch1Raxa9,65.06,20.9
WgNOCMuHd9W6,QFTWw9VD2QzH,sevytuBWdSFl,125.46,75.81
Uxz0vOb2sQDR,6akAQN3T6ZP4,NPzG9GmZi6FT,749.9,24.79
49MdL5vZ7jIE,HuJZxg0ZSCIL,16pMg4KJ3hIj,72.4,13.8
NprVssoIK8Rn,LXAABPW3XQVW,IEyfJqBLbCtG,820.05,3.03
6vSwBHhBtz0y,BnkgnBM3v929,VZmgxK6ws7Pt,387,67.11
vEPbz2whQgxU,cg7baQksQvLG,WDkzPa2BlWtS,849,105.46
GeUtNVVEd1XT,sCONCvmO1cEY,0Mzbc3aACMOQ,33.41,10.5
7sAifSXQ23RD,ScDLmil9uxJe,gZNUk3SQbftd,56.89,100.84
9h3jzfDGdP1c,dxqEUpUCK25l,SSiPMxP6t9t9,820.05,33.9
gzStAybJTkfz,mHk2Zzv4Vbuz,PVq5x7teCXPP,152.72,67.42
gJPseMs1Hakn,yhM1TNmnd3og,yGbPyLPc8PmT,2899,68.17
kS4yjVPtRevK,7kwbwv60HFm8,dFDkZ9QkSW2L,399.2,32.34
1UnYItSfNnuH,oLsnn56ZQd66,2a07LobkzHUx,42.89,28.68
Gm95at56Nqu6,zKatSTLtAXMr,JWbIVhZWLRMP,598,60.9
J2b5mZIZPrkV,j51QRzkg2gle,6ywUQmf7ylJv,69.68,82.61
U5rtf6WMOznU,mjEfGczqEBtQ,XLxN4hdOlYco,153.75,32.34
6wQfFGHYwe14,3hFgY14cseag,S0NEanjpRQ0x,79.8,43.77
pMLsg8ksI7gw,W54mp7u3hc8N,DNKLUqfOFddO,2130,33.95
aXnQTdIQS2og,Llc34brRaltI,fPb06UMDTWgq,110.25,42.51
OuJjwLz5wP6k,YWxNxMu4wOKG,YVBAT3QqF9Qj,13.1,19.16
IGaqiwC7EyOt,yy3jZQ9TmPWK,PajbyLRnTzGg,359.6,2.46
sKyNRwRqkYZ1,2bEKmt47K2Hb,VSMxbeLV0WFa,290.47,6.64
1MmVLtvdY0P7,qokqKT1Sad1C,yHsOFiqVrV1u,34,24.19
V9tbrcGpy6jb,Bu3jz0WW2UvA,9fFFM6RBxCkT,27.93,17.66
oBEbcurgbbMq,M1xbu1rZHmdW,vYu5aYeAvyzz,55.83,21.69
yRS6Z2VAVoBh,We90zEqnJ5kf,STj3c88kfxpu,72.4,84.96
WufIJL1JEM1S,vVww8LnHEv7r,fUYjegBdHGtn,116.55,31.47
ihTw90B7Ce4l,Ro5qbHi1n2a4,8cMMpAAFEsxE,156.3,60.07
3SwoXHKqus94,3oBl40sQGzjp,eV7Woul7454D,18,55.91
wKrkp9mg3oEL,WH6jI4Oqb0bf,kDbz3z94TeCL,156.3,23.6
psogapBvNn70,0vaNkWb4QuHv,JX4iwTS6jjJU,27.8,62.6
gTyLf4leKMK0,sXGp69dPXaUM,lfRV5qiPQJXi,1520.88,66.01
vymz5lkzhWAf,wdV7yJzaz3Su,coi9xkdo66JI,231.27,13.8
5Uz8qKeO91Ss,tJaHtiDfeBKm,8cMMpAAFEsxE,36.5,6.77
B3nlGkLw0LjP,JPJ66l1zE5Yh,MvBLo1GhlfWv,2.2,20.9
EnlqVmtdGeU8,nsHolwkyHfZv,LLty41IbV7xo,99.2,43.65
Qq1LvTK2Mh7F,O2R5AcGi1pPF,TD2AMTmc5Ixg,74.65,34.33
0tKHPrBRUuzE,NVjeWzEnkddH,24mjkJMrK51h,14.1,3.81
r8WZxibP4aZs,EhsegSMhVDd3,YVBAT3QqF9Qj,89.1,10.28
Er35i2CvcftB,mB2DVlyUOY09,GU1IRg0p4O0N,272.25,66.93
Swr1NW0enI50,Lre1ZmNe9t7N,cJjMnhGSG3Hz,509.99,11.33
XTQvBgr50gC1,l6sh49n0CheL,uvCIxnbb2ZRN,137.2,54.5
RU9dWom6OeBt,TRh96FQ8zGvM,6F1OutNfSmRE,94.99,21.83
eL2LcStVJsVE,mafdaSYqkdHV,RYfITjCUelsn,109.82,6.08
6XOzvoFezTKL,a4DDxBqRuXAh,luzDO2kXE6wp,355.9,42.75
HVcTCpvsfVP2,uIWMzG16Nyx7,xzmMhXxNkqJ3,198.5,9.21
0nMkaYj8IvYn,pYxeoC7kB4BL,EwsohIZnIdjV,820.05,33.74
vj9uCrr5eDKe,KwqpyCg16vLV,V3iKL8r9W9NR,475,30.66
TRslIYyjp0h3,ugrvzXmcIuP5,VvmFUE9QFqAk,150.9,22.52
J3FzTOnoxl4m,8ihEF6PBAZuF,Ag8PByZiRLGh,220.33,29.8
bCEu75bVXGB2,6GOIPLoyOWRO,xadaQcJkLTmF,692,32.34
9JSRAze9RRFQ,xAU5QJnI3NSi,TuPm19CMKvrM,117.56,61.32
mCrq6aBTiAad,eY7BY1bzxllX,kiirS0of7bJI,72.4,64.55
JCtpaPlN9Ryp,ZtPPpRvlNIWp,qeM9i4J3ypy2,222.98,73.72
lNpLTgIw4wgN,6DqxyRfaLCsD,sVwxlToTFBSf,362.99,72.52
ravzKAPrd185,KGHXuQ9KaPZp,O04i82YS0uAJ,53.99,171.88
rJgwGRsaIIY1,HPOCq8vZi22U,EGW4UK5bOeEZ,44.6,6.81
itJCIOvIStXG,rHSTHjYFnJS8,g6AdzghqF6DD,782.25,16.3
FcO6TwvkFObU,qdpgiP67LUab,ExbkHwzqgZUH,859.99,77.9
1ENf37qerWlx,3yk93DQoQpk3,pmgltuNur5us,18.04,48.07
ujlTLuyFAAhX,cNIQyQD7lRhk,5FvGdji6skxT,820,6.87
TCGIdZJkerR1,3hFgY14cseag,S0NEanjpRQ0x,79.8,186.38
5Nq56WBuAy60,s7nxBfS6NnTe,ghsV9MAOkMh7,222.98,13.8
OuRJTUWyI9DC,51hcemXvOlWc,YRYlK9uqyLE6,966.9,31.89
27Ei7tBAzqOe,BBs5pwxlBEvC,V3iKL8r9W9NR,356,110.61
Paa6zYSEmIE8,7AdHMcUA45kV,nhZiNyvHKd8H,153.75,47.55
Wy0TYO40tcyk,EtByr6hYFH77,tNJnfkCxzhmN,117.56,82.19
I1GWXRpzGcCk,FSMbCwB6BEVl,6S5BD1ybM0k0,59.74,6.87
MgfB4uLCJapY,OHoZUOKSkEUH,RsUgQvBvc24M,99.35,65.77
B8E2ntS5gbI3,16VKqGhTBwj3,Kr8NNcGKvIKp,849.5,67.48
ydv08rUf8bSc,ojKOZNiAjf83,MD95fJyKH99j,598.4,158.42
