order_id,payment_sequential,payment_type,payment_installments,payment_value
7sAifSXQ23RD,1,credit_card,2,957.6
9h3jzfDGdP1c,1,credit_card,1,294.91
gzStAybJTkfz,1,wallet,1,219.23
gJPseMs1Hakn,1,credit_card,7,30.85
kS4yjVPtRevK,1,credit_card,1,364.46
1UnYItSfNnuH,1,wallet,1,224.32
Gm95at56Nqu6,1,wallet,1,44.11
J2b5mZIZPrkV,1,credit_card,3,28.09
U5rtf6WMOznU,1,credit_card,2,194.65
6wQfFGHYwe14,1,wallet,1,486.56
pMLsg8ksI7gw,1,credit_card,1,76.36
aXnQTdIQS2og,1,credit_card,2,558.68
OuJjwLz5wP6k,1,credit_card,3,1301.01
IGaqiwC7EyOt,1,credit_card,2,173.47
sKyNRwRqkYZ1,1,wallet,1,228.43
1MmVLtvdY0P7,1,credit_card,1,112.15
V9tbrcGpy6jb,1,credit_card,10,368.28
oBEbcurgbbMq,1,wallet,1,85.77
yRS6Z2VAVoBh,1,credit_card,3,1016.06
WufIJL1JEM1S,1,credit_card,1,49.12
ihTw90B7Ce4l,1,voucher,1,292.24
3SwoXHKqus94,1,credit_card,6,15.85
wKrkp9mg3oEL,1,credit_card,1,117.35
psogapBvNn70,1,credit_card,1,143.28
gTyLf4leKMK0,1,wallet,1,48.24
vymz5lkzhWAf,4,voucher,1,68.48
5Uz8qKeO91Ss,1,wallet,1,113.02
B3nlGkLw0LjP,1,credit_card,3,81.32
EnlqVmtdGeU8,1,credit_card,10,373.14
Qq1LvTK2Mh7F,1,credit_card,1,39.23
0tKHPrBRUuzE,1,credit_card,6,9.03
r8WZxibP4aZs,1,credit_card,2,257.19
Er35i2CvcftB,1,credit_card,1,307.47
Swr1NW0enI50,1,wallet,1,369.92
XTQvBgr50gC1,1,credit_card,6,255.16
RU9dWom6OeBt,1,wallet,1,710.48
eL2LcStVJsVE,1,credit_card,4,902.03
6XOzvoFezTKL,1,debit_card,1,62.98
HVcTCpvsfVP2,1,wallet,1,109.76
0nMkaYj8IvYn,1,credit_card,1,76.24
vj9uCrr5eDKe,1,credit_card,3,347.24
TRslIYyjp0h3,1,wallet,1,203.77
J3FzTOnoxl4m,1,credit_card,1,214.13
bCEu75bVXGB2,1,credit_card,1,58.58
9JSRAze9RRFQ,1,wallet,1,90.74
mCrq6aBTiAad,1,credit_card,5,214.16
JCtpaPlN9Ryp,1,credit_card,1,822.16
lNpLTgIw4wgN,1,wallet,1,308.12
ravzKAPrd185,1,credit_card,6,476.52
rJgwGRsaIIY1,1,wallet,1,411.91
itJCIOvIStXG,2,voucher,1,699.94
FcO6TwvkFObU,1,wallet,1,168.19
1ENf37qerWlx,2,credit_card,6,62.42
ujlTLuyFAAhX,1,credit_card,2,355.38
TCGIdZJkerR1,1,credit_card,3,86.06
5Nq56WBuAy60,1,credit_card,6,156.35
OuRJTUWyI9DC,1,wallet,1,90.19
27Ei7tBAzqOe,1,credit_card,3,125.13
Paa6zYSEmIE8,1,credit_card,1,112.97
Wy0TYO40tcyk,1,wallet,1,87.57
I1GWXRpzGcCk,1,credit_card,1,177.77
MgfB4uLCJapY,1,credit_card,3,19.53
B8E2ntS5gbI3,1,credit_card,1,114.3
ydv08rUf8bSc,1,credit_card,2,308.28
sAeq03RRWJlh,1,credit_card,5,426.01
oG25D2KOljsN,1,credit_card,1,131.43
Y4W0BaZ51hK7,1,wallet,1,49.21
r79r8QAd20zn,1,credit_card,10,282.65
xdmOz14WDkNo,1,credit_card,1,140.38
p2w6YRIh2lX5,1,credit_card,2,329.76
y0YXS9WECOsm,1,credit_card,8,218.54
ePUnLQcX378X,1,credit_card,4,30.94
xLv8TCOcDRja,1,wallet,1,222.67
5KikiguTIJxi,1,credit_card,1,650.65
UjWlSsOvMunI,1,credit_card,10,158.83
FcTFYOZdVIPb,1,credit_card,4,55.31
jfawnBBdNXW7,1,wallet,1,42.37
2z3QE8ykS6G6,1,credit_card,3,205.18
hQHdVu2sbmx6,1,credit_card,1,62.78
OpGFeXtdj7nX,1,wallet,1,240.77
0Re5Spb4iFca,1,credit_card,5,617.24
MxmcZw4pFDum,1,wallet,1,333.76
PpeesJBkOaTQ,1,credit_card,2,103.33
2mCF9Qq5JA0K,1,credit_card,2,94.22
Hzc80QNBH5b7,1,credit_card,1,38.25
lvhLGqRpRQ9l,1,wallet,1,446.82
LgX87UjBx5Uq,1,credit_card,7,126.84
vkhyJLZVeDlY,1,credit_card,8,650.81
CXGd1TZ83Lqq,1,credit_card,2,76.83
raY7LnImf4YC,1,credit_card,9,132.19
vfVPJYLuheO1,1,wallet,1,410.26
LSxM8LyaxuCq,1,credit_card,2,364.75
vZqMaYwuLr3S,1,credit_card,2,721.74
PzjRvjkAchRE,1,credit_card,1,147.68
qTSdp389nzzW,1,credit_card,2,373.13
ZINGGVvn67HZ,1,wallet,1,629.17
rDmHn42asc0j,1,voucher,1,173.28
VxUGrNCLLdYi,1,credit_card,5,4681.78
YZpF4vLSjkKn,1,credit_card,2,1165.99
vf6uiRPeifs0,1,voucher,1,209.3
2meHPtH0sBXq,1,credit_card,10,147.53
7Cpbb2Bb2tqE,1,credit_card,3,839.4
SmXZE8ADedCW,1,debit_card,1,148.77
o0MePg6Vsjtd,1,credit_card,8,133.34
ecwltjwbhKy3,1,credit_card,4,335.35
yKDIdgM8WFdz,1,credit_card,3,52.49
9SGLROCyu49t,1,wallet,1,574.77
H5pYnCSFkzXG,1,credit_card,1,158.48
jm7hzoBSH5ov,1,debit_card,1,219.73
E8bEaZ3ToDxq,1,wallet,1,393.84
DY2D9uOFaz69,1,credit_card,3,174.25
ESfNXBWr8K0u,1,credit_card,1,319.81
CwN3m2MlYkT9,1,credit_card,3,78.22
ZBSjSdKIXtxI,1,credit_card,1,141.09
RepFH3apgjvG,1,credit_card,5,55.72
WGSNdmUmB4Eg,1,credit_card,1,177.54
uwMj50GV83BY,1,credit_card,4,658.3
I1SHjNqiPp2x,1,credit_card,1,309.35
wQIC1Fv3kbNv,1,credit_card,1,109.72
M1CD6MRDtElk,1,credit_card,3,1351.94
2pAHDYulNpS4,1,wallet,1,51.26
5HzkXb6bsoEK,1,debit_card,1,126.88
fsgOD7KhUPbC,1,credit_card,2,210.73
VXAtLHTyJfnb,1,credit_card,1,38.42
33hf9BeM2xsl,1,credit_card,1,132.53
VMY9b55qOBfr,1,wallet,1,127.22
8s6FihqV8Med,1,wallet,1,56.09
vDSaCBPcQ3Ie,1,wallet,1,326.94
UBQ1SPANGRyw,1,credit_card,1,274.24
5uzvoibX8FHC,1,voucher,1,364.46
VqyZ6AUjmqsW,1,credit_card,10,581.68
dcRmdVPaLbev,1,credit_card,1,173.28
cl3E8qDk7F1J,1,debit_card,1,6.44
K7LYTRlYmqtl,1,credit_card,8,3.5
bk8FRhBPYMRp,1,wallet,1,171.74
IKTPbNd2qqVT,1,credit_card,1,90.79
BdGzmn2R6z0l,1,credit_card,3,85.76
frlMnNZkwIfK,1,credit_card,1,91.3
vkJkawHwMxHz,1,credit_card,2,530.47
MkclTFFe4Mf5,1,wallet,1,192.41
XZqvwXONvpUO,1,credit_card,6,245.57
txD5t3ZhTLa1,1,credit_card,2,452
ZcGHN6kqHOhf,1,wallet,1,254.24
kRLCwzhXYIob,1,wallet,1,618.28
WQMrpWAFf987,1,credit_card,2,591.88
LsXC0OpFSno8,1,credit_card,7,20.64
KpzPtypPHb4n,1,credit_card,2,80.61
qg2zjaeExjFd,1,credit_card,6,440.16
9La1YDy9PDH7,1,credit_card,8,175.32
NSa3Od0wvDIf,1,credit_card,2,59.49
UtCLDzcPKksZ,1,wallet,1,416.48
FmcDEeFEMirN,1,credit_card,5,213.38
L5XVCh28ClDT,1,credit_card,3,45.96
vnESuMvq0gJ7,1,credit_card,4,42.54
J7spWAMqSQ0u,1,credit_card,8,238.34
07B7qmxrDGYe,1,credit_card,5,221.86
av6Tdw2WjbKI,1,credit_card,4,51.8
ZiMlNZS9dLPd,1,credit_card,7,26.42
SEhajO7m1yIV,1,credit_card,1,342.56
tZTPLoywD0xj,1,credit_card,8,291.72
9RuJH0PRjrgX,1,credit_card,2,190.45
nIzOcud2amwA,1,credit_card,1,811.77
cmiKKR0A9HSt,1,credit_card,1,269.21
mbN9roprNTCw,1,credit_card,1,62.48
RhENPdobe1Q2,1,credit_card,1,320.07
tB8HzdNROffu,1,wallet,1,17.56
G85buXQCXYiN,1,credit_card,3,133.46
M067kENOsvgu,1,wallet,1,126.64
zNEu6j2vBjPW,1,credit_card,5,232.95
afX9uxRMN8Jc,1,credit_card,12,135.97
8BF8oYtscDaU,1,credit_card,2,14.98
znQ2QzFWmdUe,1,debit_card,1,228.67
rHYNNu059nhA,1,credit_card,5,721.74
qTXw5zbyqjpU,1,wallet,1,379.2
PCtHnOq1BC9V,1,credit_card,1,274.65
c9DSxLKcNwi5,1,credit_card,2,208.77
dxK3R5MGW8JK,1,credit_card,5,131.43
ifspIHXw4Vv3,1,credit_card,2,649.82
BhQJxQCNl71P,1,credit_card,2,162.5
jAFPDZeBTGDZ,1,credit_card,3,121.9
9GwHdP5EhH6q,1,credit_card,1,313.93
uDPbKOjxCsAW,1,credit_card,8,40.88
NsRC22nGBQMs,1,credit_card,3,20.65
ceUW9thT4DiA,1,credit_card,2,6.49
Y3WY9sDDUYOx,8,voucher,1,182.98
T8YI85geor0C,1,credit_card,8,84.76
Mf5L5vdWqvve,1,credit_card,3,364.98
SXEMmKlRIQUe,1,credit_card,15,165.97
IFNS2oWKYqbc,1,credit_card,1,188.79
nVHSQkdjou63,1,credit_card,1,181.7
V4Dk9kUic6WX,1,credit_card,3,62.04
isLhxWbTWPQ8,1,credit_card,1,1.18
K4MNFcTqnEps,1,credit_card,1,180.22
vZx4a0MJ3nb4,1,credit_card,3,128.23
x7NglH5TO4GP,1,credit_card,5,284.73
x2Anas9RnahS,1,credit_card,6,83.41
wKKQzb9dAUqX,1,credit_card,10,84.19
h72ROPYf0NZZ,1,credit_card,5,723.2
DANH5wY59VqJ,1,credit_card,1,161.86
TbtsPCw8WQLE,1,credit_card,10,844.98
xXuyshFfSGqs,1,credit_card,7,197.8
hJwNsBgwPR1T,1,credit_card,4,309.33
GdoYJd0L7kQo,1,credit_card,10,195.23
9hWh3oEXIk37,1,credit_card,1,122.65
wNuKbMnVl79G,1,wallet,1,169.17
JpjzehQbDbkj,4,voucher,1,33.48
wxmystJmVnr9,2,voucher,1,193.31
sjsJXS4dqORF,1,credit_card,6,236.3
mQN6gwjdKwDq,1,wallet,1,102.12
Q5PdpLChztLO,1,credit_card,8,8.06
MASBy0tcuRH6,1,credit_card,1,556.24
9LPKszMHCXmc,1,credit_card,1,251.33
Ay2v3IcvnEC0,1,wallet,1,208.51
C189p7vaCR3y,1,credit_card,8,132.47
oorEcQrWBvfl,1,credit_card,3,582.94
pdGMykmFFgDj,1,credit_card,7,5.78
rhdeebCOB6yj,1,credit_card,6,190.2
2JNCYLmdvAH2,1,wallet,1,49.65
L1o7ShmSYfns,1,credit_card,1,545.17
Nwgqc6RT3nva,1,credit_card,6,248.34
UWs6EG8yEllk,1,credit_card,8,256.06
jvf1jaFnBAOA,3,voucher,1,100.33
oBZnpKxgXjOQ,1,credit_card,6,260.46
6loUxcvLjhxa,1,credit_card,1,73.38
20mBCinOeGa8,1,wallet,1,514.6
E0xwRKhuvmc9,1,credit_card,8,486.55
FgH3tZB0TzFU,3,voucher,1,16.67
tz7MStBdMauL,1,wallet,1,128.61
peUUkDpH9uwp,1,credit_card,1,106.62
ZkOEw6dzDevL,1,credit_card,1,456.55
H5OhxoCXXNrU,1,credit_card,10,63.54
JbD5QB5SqOLw,1,credit_card,2,71.5
ycbzhxgrDweN,1,debit_card,1,215.54
nP0NxekWvvRJ,1,credit_card,2,150.12
cAEUtDk6gqka,1,credit_card,1,133.75
aUkfDCtjwPru,1,wallet,1,50.46
aCK1XHHf1fum,1,credit_card,1,58.58
KPBAw17tvH6l,1,credit_card,2,209.37
X8MtryPNwnEO,1,wallet,1,76.5
AuHyI7aHSWWD,1,credit_card,5,68.53
Ya0bKdSRN6cZ,1,credit_card,3,71.14
XCadlMhpZzya,1,credit_card,3,144.18
d02siLyNoFlG,1,credit_card,1,611.12
ksRHlp1aNMKn,1,credit_card,6,56.5
AuFgdyQ6UJEB,1,credit_card,8,916.5
tWUsg1GF5Yus,1,credit_card,1,175.95
rdDyNHlVOW9P,1,credit_card,4,52.37
8iC5QkxZE6H6,1,credit_card,1,608.28
yxQIOnuld7Vv,1,credit_card,7,226.14
xYJiyxsiUE5F,1,credit_card,4,603.3
m5KpxHvzaqjs,1,credit_card,5,596.27
5gehdPGMtZvR,1,wallet,1,159.07
m3Qw1ELsEPTB,1,wallet,1,68.8
1CJT3PJh131h,1,credit_card,10,96.63
ko2sUcaAMFvu,1,credit_card,1,238.25
r5MjD4B2pAqn,1,wallet,1,69.95
EL99Y78lnlDu,2,voucher,1,10.41
KZQmjZDKKrZT,1,credit_card,1,991.09
bQo7VI5x351c,1,credit_card,8,91.03
44v9NPOUgUsH,1,credit_card,12,1628.07
DbtyPnYiP8w7,1,credit_card,1,141.74
Bi61b60fIk02,1,wallet,1,262.38
kGYYO1k29uUn,1,wallet,1,336.31
ehE4rCz4Lk8C,1,credit_card,8,1048.57
ZP4Szmz7yHVF,1,credit_card,2,75.07
YpeuCkJBAADD,1,wallet,1,191.38
wZbKu5eqxBPY,1,credit_card,6,675.77
hlczNrG9OELh,1,credit_card,5,122.36
M95HRGwG9nTB,1,credit_card,3,324.06
wbWST0HtOM9N,1,credit_card,6,174.04
mT8HsPe0k5po,1,wallet,1,133.14
NwwWAkuPNHfJ,1,credit_card,1,666.71
cqahLCkCpvJX,1,credit_card,3,377
hkJ65f3ziGJY,1,credit_card,1,187.37
lRjC3RiT6wre,1,credit_card,1,126.87
W9JhidTkaJPs,1,wallet,1,1257.96
54FbBzdWakyi,1,credit_card,1,64.91
bs9I096kAHZt,1,credit_card,1,158.58
1DXRQXbvV7Yl,1,credit_card,5,812.76
ejc5FFFjFyMI,1,credit_card,6,165.25
pLNRchGrEzRm,1,credit_card,1,331.34
iljarHAQ7ucB,1,wallet,1,226.55
zE18xrJBI42T,1,credit_card,7,62.04
Lp7sq0wBVfdL,1,wallet,1,452.1
78QQHJ9LT2hl,1,credit_card,8,199.7
utfLirOjt9kh,1,credit_card,1,415.44
8KhRrIhsNxvv,1,credit_card,1,31.98
oG3rsFRMPIIP,1,credit_card,6,80
60fp1UUgwlZ2,1,credit_card,1,118.13
AxuCtMBE95Q6,1,credit_card,5,138.04
NeRlDWBFzVrY,1,wallet,1,274.12
Z9Qh4yggjxvA,1,wallet,1,111.51
nuxHMfCTs4o6,1,wallet,1,569.82
GLY89KCY1unu,1,credit_card,2,142.86
qpwK6IF8A40k,1,credit_card,2,80.39
yMY2Q7fAZNGk,1,credit_card,3,76.12
0ab7Qdrfjd6L,1,credit_card,3,29.9
AZNIkMV0GQwc,1,wallet,1,518.59
B4FfW1c4b0RB,1,credit_card,8,715.34
FqNLVRcdxYus,1,credit_card,15,366.52
BayplrPODMi0,1,credit_card,1,128.4
Vlmg9SZ5Upi7,1,credit_card,1,244.38
2uSUNpwYhV1v,1,credit_card,1,6.68
vp5po8LCVV4m,1,credit_card,1,68.56
Wx9yjtwXtWLe,1,credit_card,4,511.63
mDnheEPZyW3r,1,credit_card,1,10.03
3hThD6oeo1LZ,2,voucher,1,215.6
lddROTK2r5Vs,1,credit_card,1,362.39
qpAULIi51jb1,1,wallet,1,112.05
CxXJiEYrWElM,1,credit_card,10,162.36
htJ4x07DRsrb,1,credit_card,2,365.78
4sXpOMZtV10g,1,credit_card,10,33.71
5uCZZa4p5OPV,1,wallet,1,286.17
os0WhWTHd7pE,1,credit_card,1,98.97
8vxqmOm9GOUv,1,credit_card,1,88.75
aSbqZ4T7H01I,1,credit_card,6,192.94
8nlNlb1s8Hz2,1,credit_card,3,403.95
YSu3OASMqGlH,1,wallet,1,651.05
lbTT7IyG6SCf,1,wallet,1,94.42
yHxWGas6fi6v,1,credit_card,8,473.84
wK3k9U3GtUj4,1,wallet,1,111.3
TyCa5422qfaX,1,credit_card,5,134.66
Ip7ffdCaTOxu,1,credit_card,3,69.7
TaskRX14BMqP,1,credit_card,1,41.23
1UGTAHPbG2kx,1,wallet,1,19.37
FXhWHNVgKDSz,1,credit_card,5,129.95
shEj3d5DgnWR,3,voucher,1,145.48
W54T2YFFJXUc,1,wallet,1,29.89
aB7Bdebyo8ip,1,credit_card,1,285.34
EClJffXNHiEc,1,credit_card,1,190.38
mRN3efxRm1xS,1,credit_card,4,43.45
LCP8zwtkVMr1,1,credit_card,1,39.52
Yph35A0IZXae,1,credit_card,4,9.35
WXlkqMhw75jD,1,credit_card,3,80.57
4Jy5T3iRDT8o,1,credit_card,2,780.05
bj02U8rlSvPj,1,wallet,1,286.66
2A8sXputAJ5p,1,credit_card,3,317.24
hPOOw1LD1YUz,1,credit_card,2,77.38
ngScw4MN68oY,1,credit_card,10,909.31
depV0l0jMl1d,1,credit_card,10,224.52
6rlFVOjDbT9C,1,credit_card,5,26.42
dLop23iky8Mt,1,credit_card,5,75.31
agImkwCdcbNy,1,credit_card,3,1221.28
ZoNBB6anMOzd,1,wallet,1,272.61
2rHhjxl9k7FY,1,credit_card,3,36.32
DeLmR1DsjweJ,1,credit_card,2,161.96
s1hryolHTwrs,1,credit_card,1,62.1
fM6yikaWuKGZ,1,credit_card,3,277.86
lWUPRiJDIJkx,1,credit_card,9,164.6
X72gvxrRXB1n,1,credit_card,1,307.3
iIoh82rVV5fl,1,credit_card,3,458.46
lEWBYtCf0o8d,1,credit_card,3,274.88
DCwcZMDAZbwQ,1,credit_card,8,6.71
CYH5IQhhCIbA,1,credit_card,6,248.85
paPE6WXUPHQk,1,credit_card,4,27.93
KSnmPB9Y7bYt,1,wallet,1,649.82
YGPAtH7PQOug,1,wallet,1,124.01
hg5LcnQDjiX8,1,credit_card,1,321.69
wCs4UQYxlt3r,1,credit_card,5,147.37
14MKdSPFBjVO,1,credit_card,10,48.56
GQ0Ghv5emheE,1,credit_card,10,367.26
5yQHdJXAhRXb,1,voucher,1,33.48
lBKaKG4j0ui5,1,wallet,1,72.73
AuPMpf8VOSEl,1,credit_card,1,268.65
aMtwCLHHpoeJ,1,wallet,1,68.83
Ek27mZhuOoA9,1,wallet,1,141.52
MZQasNAI9hMb,1,wallet,1,42.28
B547ckd0Xk25,1,credit_card,1,257.1
V4vVTU7zHvzG,2,voucher,1,406.58
aUXtZtnIPDuq,1,wallet,1,261.37
GVhn8CFjreUV,1,credit_card,8,303.77
Dylnzoiyze7m,2,voucher,1,589.75
tjjVJ48RJRsX,1,credit_card,7,190.38
uHTFX5KZZ552,1,credit_card,1,117.59
cFwiYmJnyB33,1,wallet,1,375.74
HWPeqVNibzfn,1,wallet,1,48.23
Hlt9jp5x4xWS,1,credit_card,1,1293.26
SPk3B4arYlL8,1,credit_card,1,44.36
cxlRG51ZjuQw,1,credit_card,9,16.65
6sif1NcuL262,1,wallet,1,255.24
3QOBUjQztjdg,1,credit_card,7,78.35
zCHVrZ0GHK2Q,1,credit_card,1,37.1
VuMQXK4RMzGG,1,wallet,1,52.83
h3L9OFLCfZKT,1,credit_card,2,51.66
WBzNXQwnvf9N,1,credit_card,2,20.76
ybtQbouyUcON,1,credit_card,1,94.39
A9JeqVL0Pv3Q,1,credit_card,1,53.22
m2EF75bkS4Wg,1,credit_card,4,21.38
SW4Rjkf6N6K5,1,credit_card,8,314.26
26Nqi73tsPdj,1,credit_card,4,252.42
e0BhV0EOs2nG,1,wallet,1,79.16
3U8eAfCvZfvl,1,credit_card,4,436.98
QVxfahPatmer,1,wallet,1,154.54
pTMINIBlhxIU,1,credit_card,3,228.08
LlNbzb0KrAPT,1,wallet,1,128.82
noEO0wUeHCsN,1,credit_card,1,90.6
iHhoOx3ArRMf,1,credit_card,2,588.66
BVYCKGrYYMa1,2,voucher,1,798.53
ZZ2qAKpbDpWM,1,wallet,1,55.6
mBwXjSkuWt5v,1,credit_card,1,363.2
KxNffHUKrdcv,1,credit_card,6,56.22
YulIBaFUj66R,1,credit_card,4,173.02
oQvVlveZFVO4,1,credit_card,10,147.52
zn55MteMunpY,1,credit_card,1,493.65
17Lriecl3D0I,1,credit_card,4,250.61
56POPo3cS9sM,1,credit_card,8,76.06
UAVYeFEzP8K8,1,credit_card,1,224.95
JtdZhLB6hFMi,1,credit_card,2,910.98
O7vNQJW12xAL,1,credit_card,3,80.49
oSto73LMEIGu,1,credit_card,1,22.23
1wxqRGy23Cd9,1,credit_card,5,588.58
tKJsZWGXuwQn,1,credit_card,1,272.59
PxLglhaqHRbr,1,credit_card,2,43.77
iY9YA44fe4cg,1,credit_card,1,24.41
liW6Fgv1Q5yx,1,credit_card,1,71.92
hf6j5LbPu1cS,1,credit_card,5,76.42
bAKWu5HY71B0,1,credit_card,1,633.7
7RUT9m9Ly4k9,1,credit_card,2,188.37
AgKHnVGNbaEV,1,debit_card,1,194.96
Kbrzj70M0WNn,1,wallet,1,18.06
xRGmMz1nfUs8,1,credit_card,4,202.53
B2GjJEgQkP5S,1,wallet,1,222.21
agWkMEYuAUsq,1,credit_card,3,274.97
FiXiQ2jJAOko,1,credit_card,1,249.39
MdyQaF1xjArW,1,credit_card,7,249.76
BW3xumGh8076,1,credit_card,5,188.79
E7q2uEiL6uy3,1,credit_card,1,381.88
AP2YVWUwk4vW,1,credit_card,4,562.25
xGCqeuyxN6yv,1,credit_card,4,187.45
pwnpnTMeyOJL,1,credit_card,1,165.22
88jyWK8UtRpJ,1,credit_card,2,93.28
6xYoUn8Pt5yT,1,wallet,1,100.68
47FTGzwFKp93,1,wallet,1,230.1
kTsy3egNRR4l,1,wallet,1,71.07
WjTifY9aykcZ,1,credit_card,3,9.42
N8ibkTjSoTCy,1,credit_card,6,456.33
EA2ZG62zNeiX,1,credit_card,10,290.15
cNdxjkLseYtJ,1,credit_card,3,559.26
DFX0kbuliZ9U,1,credit_card,6,77.94
3PToRTgOzCru,1,credit_card,7,93.57
8fXKrOp6zwBJ,1,credit_card,8,308.61
MgWhJ1YqWduV,1,credit_card,1,211.89
H2pnbcDMmFd2,1,wallet,1,255.08
0JuqQIwfLYnT,1,credit_card,1,214.87
Imxs1M7UkpcO,1,credit_card,6,279.54
BBc5FPIA3R9c,1,credit_card,1,115.27
LLqcRdy0VeZz,1,credit_card,1,96.81
SowE9v1csziL,1,credit_card,2,375
KHgXIZ1xGqkI,1,credit_card,10,47.14
792LRSjJ5uuh,1,credit_card,5,9.81
kkfISIg14mg9,1,credit_card,2,12.47
xvS6Ks70wTfe,1,credit_card,4,226.86
Q7Y8hj2sHcLh,1,credit_card,1,194.65
GqUfmMlfnZXd,1,credit_card,2,131.58
9Vs3YaSvvMx2,1,credit_card,6,218.36
heFoilJgIicV,1,credit_card,3,509.2
95gzdwNbLfTd,1,credit_card,2,184.92
tMy5T8njSpqz,1,wallet,1,179.04
rAiatkNN66Q0,2,voucher,1,61.06
q43ptBQkqVcX,1,credit_card,3,111.41
nJlm0M7FkKrD,1,credit_card,1,5.52
vzsSTAVxmNmu,1,credit_card,2,476.52
lKh7nPMfdw2d,1,wallet,1,11.62
SI4QK2utwdbo,1,wallet,1,268.15
Bt71dyuIBnJO,1,credit_card,3,211.44
go2QqroS6MHI,1,wallet,1,123.06
eYNAxFGwEI4f,1,credit_card,2,406.6
86fe9mUWhwYa,1,credit_card,3,59.85
us14ToZCQMOH,1,credit_card,1,120.22
1C1YRHrpcLIj,1,voucher,1,530.47
BzGyE4lavXgb,1,credit_card,10,1629.33
TazgqNINXZ2V,1,credit_card,1,26.74
8ZyMLFz2EuBN,1,wallet,1,146.13
kWpj8feBjlVu,1,credit_card,3,372.06
CNJmTXthQGqw,1,credit_card,5,157.8
CMoWvmwof1mL,1,credit_card,1,77.48
3MOxj8mudq4J,1,credit_card,8,72.05
6EjqCvtfHwCW,1,wallet,1,89.45
m0ZRB7wccFd4,1,credit_card,5,34.51
C5XVQtO4UuX4,1,credit_card,2,64.3
dRzqs1Wy3nUP,1,credit_card,1,1472.47
kXBtPluBHGRx,1,voucher,1,66.71
NKLcnd4wQyPl,1,credit_card,6,83.41
Onyoclvf5cuT,1,credit_card,2,90.98
Z1VRTzTIpf3B,1,credit_card,1,78.7
mJPXkB3GII5s,1,credit_card,1,283.62
a1e3CLOCdhUx,1,credit_card,6,38.18
cHJ0MEIE5Cpr,1,credit_card,2,120.69
RpnaPuT6k2ui,1,wallet,1,72.4
Fkr6v8nMqZR5,1,wallet,1,362.93
gAmotee6YwdO,1,credit_card,5,222.86
ckdHU7Rae4nq,1,credit_card,1,291.44
D1VXVvqeUCdn,1,credit_card,5,512.87
hhSgdEFa0dNQ,1,credit_card,1,372.06
0NugXz7CNAqC,1,credit_card,4,90.45
X6e88hgHtpYN,1,wallet,1,180.56
Q10byr5gdSGN,1,credit_card,1,284.49
lZGIlC5bNNTZ,1,credit_card,2,196.55
dj4DctNZhth4,1,wallet,1,1.53
IrdMX8KNw9sb,1,credit_card,6,44.56
XIUkpH9bA2qf,1,credit_card,10,7.64
OAJybnZj9zww,1,credit_card,3,77.21
CzfieEQA2bEO,1,credit_card,1,11.96
zXqpTuIaERHF,1,credit_card,5,17.9
I15zAajUn317,1,credit_card,8,97.27
ubmkK5c3A8Tj,1,credit_card,5,175.78
TCM2e6kDDK47,1,credit_card,1,95.9
QzrJGuYw24zb,1,credit_card,10,39.56
T1CoBLAxBet4,1,credit_card,1,159.2
YC10oOcKCYiQ,1,wallet,1,274.89
vr5fUR5qoLdj,1,credit_card,3,241.02
jGD7Ht9PfIRZ,1,wallet,1,176.71
EXFTOa0KIriJ,1,credit_card,6,80.74
UpJmuRLfyisN,1,credit_card,3,13.13
CKiiyGrNfklY,1,credit_card,2,188.6
BTAU0QKb44Le,1,wallet,1,156.36
YdzHmBND5ckk,1,credit_card,4,174.91
e08ASoDb0oDp,2,voucher,1,36.62
EB3fqX0rhEj3,1,credit_card,2,328.35
nEJSZLDXJlFw,1,credit_card,1,24.7
HhtX1wyl6lgD,1,credit_card,3,361.62
ILUWNdSQKRYT,1,credit_card,4,455.86
m9yEopOg1WHJ,1,credit_card,1,750.49
aSQGjK9nln24,1,credit_card,2,381.48
L8henpiD0HZd,1,wallet,1,71.44
Z6t6hGcFtNcI,1,credit_card,5,1759.26
l6zYbrHhmOQT,1,credit_card,9,267.94
b5llBjz19SBV,1,credit_card,1,530.47
2WJjfsTcJSiF,1,wallet,1,8.99
XOiPYy1YRGgL,1,credit_card,2,69.33
I3mTliYfojwn,1,credit_card,8,209.71
U9CzxASyA4dA,1,credit_card,3,224.78
gnlPnWmWWtXK,10,voucher,1,128.1
eubddakM7h7B,1,credit_card,1,959.96
oIsaiC3amgaE,1,credit_card,1,135.81
0Tj5Lu0OZ2mg,1,credit_card,8,211.98
3wwXY90knHt7,1,credit_card,3,146.23
GEnjEjX8Q65Y,1,wallet,1,192.12
xJ9sj2MYyWWX,1,credit_card,6,173.66
YALoNfTRM8AY,1,credit_card,3,298.98
cGFOCypExeVj,1,credit_card,4,297.49
0a0B5hOofZtY,1,credit_card,1,525.61
05HlfQibjdaI,1,credit_card,5,278.46
kZmwISeqVkKq,1,credit_card,3,192.83
uidPKymE0rX3,1,credit_card,2,436.42
LJ5Z8B9RGXxq,1,credit_card,6,274.99
y1ftNTmRcTx0,1,credit_card,1,191.41
Sm8Khxs2YLxx,1,credit_card,1,255.04
e7u1jJDEhC1V,1,wallet,1,91.05
pE6vs2FWDrnM,1,credit_card,10,68.6
ADpft8F8Hjdh,1,wallet,1,63.59
oLm4TjiLuMRJ,1,credit_card,5,212.49
WAoZxSGU9U5S,1,credit_card,2,80.52
